,text,vin
317,step 2: you can also run this api endpoint after logging in with tesla to get your vin - i assume it populates each of the boxes that represent your cars(or pending orders)  if its there the request should look like this; ,
318,"i never thought id sub to the veda service but decided to due to 0 sa communication worth it? yeah it has been for me personally, am i going to track my car myself? no, can i outsource that and get personalised tracking, yes  if you want to simplify it down think about next time you do online shopping and have to pay extra for tracking, thats essentially what you are doing ill pay the $30 over two months, it'll be the cheapest ""accessory"" i get for the car but thats me personally  i think veda themselves has advised that if all you care about is tracking your vehicle then it wouldn't be worth it till you have a vin (can't track what doesn't exist)  that said its prob best to redirect this thread back towards its intended purpose rather then what now looks like a veda commercial   to that end, i emailed my sa last week pushing for a final invoice so i could prepare my funds etc they called me like 5 days later while i was busy at work so missed the call, then emailed saying i wouldn't get my invoice till 10 days before delivery.... i'd received my invoice hours after sending my email so your sa mileage may vary",
319,"i don't believe that in the slightest. unfortunately there are currently not many new people but as the new quarter comes around then i am sure this thread will return to normal.  as for fighting over veda's service. if someone wants to spend money to subscribe to marinetraffic and then spend the time to work it all out for themselves then good for them. i have no idea how much marinetraffic charges for its subscription but it must be cheap.  people subscribe to vedaprime because it has the answers without digging through pages and pages of information. the other information and community there also is a bonus.  it is each to their own and now that we have had the discussion we should go back to the waiting game and be frustrated that we don't yet have a vin rather than someone offering a service that you don't need to be a part of. if that person is so frustrated by the service and the answer being ""go check out vedaprime"" they should start a free thread on tmc here which has all the information and accuracy without the subscription price.",
320,"a bit ridiculous that those fuel efficiency stickers still use the ludicrously unreliable nedc measurements. is this a stipulation from a government agency?  m3 rwd red/black od: 30/11/21 build date: 10/01/22 vin allocated: ~21/01/22 final invoice: dated 26/01/22, posted 27/01/22 current edd: 19/02 - 05/03 awaiting sms to arrange delivery date.",
321,"hi all,  long time reader (3+ years) first time poster.   i’ve been lucky enough to own a model 3 performance for a little over a year and recently took delivery of a rwd model 3. my brother also took delivery of one of a shanghai built model 3 performance mid-2021 and we couldn’t be happier with the vehicles so i just want to say, to all of those that are waiting, rest assured the wait is worth it.   this will be a long-ish post and will likely be lost amongst but hopefully it’s useful for at least one person that finds this post, and is patient enough to read it.   i will break it down into a few steps for people and try to strike a balance between being informative and concise.     compared to ordering a car from a dealer i found the process of ordering from tesla very simple.  i popped into my local tesla store and had a look. my sales associate was new and admitted that at the time. i had no issue with this, as there were a few technical questions i threw at her that she wasn’t sure of. compared to the audi dealership i went into, the service at tesla was a lot more friendly and (in my opinion) genuine, and the advisor apologise side not knowing answers and called a more experienced advisor who assisted with some of the technical questions but didn’t try to poach the sale or put the advisor down, it was much more of a team effort.   the audi guy was a cookie cutter sales guy, and when i asked questions he either gave out information that was outright wrong, and when i told him i was cross-shopping a tesla he took any opportunity to smear ‘the competition’.   while i couldn’t negotiate with tesla, the deals offered by audi were constantly shifting goalposts as i asked about different trade in and finance options. it was extremely hard to get a straight answer from them and just felt mucky, complicated and like no matter what i did i was always leaving something on the table.   i still test drive both the audi and the audi, but after some time behind the wheel with the model 3 and the s5 sportback i decided the tesla was just a much better driving experience.     if you’re reading this you’ve probably already taken the plunge, pulled the trigger, bitten the bullet, insert metaphor here.   as mentioned above, i’ve now ordered and taken delivery of two model 3s so this is based on both my experience as well as my interpretation of 120+ pages of other customers experiences and insights into the process. there are certainly some assumptions and there will always be exceptions to ‘the rules’ but this is just a bit of what i think people should expect and what to try to avoid getting stressed about.   after placing an order, you will likely hear from your sales associate with some congratulations and guide on what to expect next and what you need to do in order to complete your order. once you’ve provided the necessary details and uploads in your account there’s not much else you need to do, unless you’re financing.     if you are financing through tesla, it may take a while to hear from your chosen provider. they seem to reach out to customers as vehicles get closer to being deliverable which makes sense, as applications are only valid for a certain number of days, however they will typically reach out with plenty of time to get everything sorted in time for delivery.   in the meantime it can’t hurt to get a copy of your home lease agreement or mortgage statement as well as keeping your most recent 3 months worth of payslips ready to send off when they ask for them.   whether your paying cash outright, or paying a deposit with finance you should wait until your final invoice is issued from tesla before making any payment. here’s a bit of a summary guide      while i can see that a lot of people want to know their vin asap and know what ship their car is on this information is mostly useless unless you’re just super curious.   from what i can tell from my experience, as well as the thousands of comments made by others in this thread there’s a pretty simple formula to follow that could save everyone a little stress.    overall, i’ve found that the best approach to ‘the wait’ is to be patient, trust the delivery estimate window and not to panic as it’s in tesla’s interest to let you know if anything you have or haven’t done is gonna stop you getting your car and them getting paid as soon as possible.   basically just sit back, watch as many youtube videos as you can and try not to worry or overthink as neither will get your car here any sooner.   if you want or need to order parts or accessories i’d recommend third party for a lot of it with the exception of the all weather floor and boot mats, and the wall charger.   the wall chargers seem to be very sporadic with their availability, rather than wait for them to be available i’d recommend just putting an order in and tesla will let you know when they’re ready.   on that note, i actually got lazy after getting my wall connector and for the first 6 months of ownership just charged using the mobile charger that comes with the car as it easily covered my 45km a day commute. in hindsight i probably didn’t even need the wall charger, and could have saved myself around $2,000 in unit and install costs.   anyway, if you’ve made it to the end i hope this helped in some way, shape or form and hope you enjoy your experience as much as i did, and continue to do.",
322,"hi all,  long time reader (3+ years) first time poster.   i’ve been lucky enough to own a model 3 performance for a little over a year and recently took delivery of a rwd model 3. my brother also took delivery of one of a shanghai built model 3 performance mid-2021 and we couldn’t be happier with the vehicles so i just want to say, to all of those that are waiting, rest assured the wait is worth it.   this will be a long-ish post and will likely be lost amongst but hopefully it’s useful for at least one person that finds this post, and is patient enough to read it.   i will break it down into a few steps for people and try to strike a balance between being informative and concise.     compared to ordering a car from a dealer i found the process of ordering from tesla very simple.  i popped into my local tesla store and had a look. my sales associate was new and admitted that at the time. i had no issue with this, as there were a few technical questions i threw at her that she wasn’t sure of. compared to the audi dealership i went into, the service at tesla was a lot more friendly and (in my opinion) genuine, and the advisor apologise side not knowing answers and called a more experienced advisor who assisted with some of the technical questions but didn’t try to poach the sale or put the advisor down, it was much more of a team effort.   the audi guy was a cookie cutter sales guy, and when i asked questions he either gave out information that was outright wrong, and when i told him i was cross-shopping a tesla he took any opportunity to smear ‘the competition’.   while i couldn’t negotiate with tesla, the deals offered by audi were constantly shifting goalposts as i asked about different trade in and finance options. it was extremely hard to get a straight answer from them and just felt mucky, complicated and like no matter what i did i was always leaving something on the table.   i still test drive both the audi and the audi, but after some time behind the wheel with the model 3 and the s5 sportback i decided the tesla was just a much better driving experience.     if you’re reading this you’ve probably already taken the plunge, pulled the trigger, bitten the bullet, insert metaphor here.   as mentioned above, i’ve now ordered and taken delivery of two model 3s so this is based on both my experience as well as my interpretation of 120+ pages of other customers experiences and insights into the process. there are certainly some assumptions and there will always be exceptions to ‘the rules’ but this is just a bit of what i think people should expect and what to try to avoid getting stressed about.   after placing an order, you will likely hear from your sales associate with some congratulations and guide on what to expect next and what you need to do in order to complete your order. once you’ve provided the necessary details and uploads in your account there’s not much else you need to do, unless you’re financing.     if you are financing through tesla, it may take a while to hear from your chosen provider. they seem to reach out to customers as vehicles get closer to being deliverable which makes sense, as applications are only valid for a certain number of days, however they will typically reach out with plenty of time to get everything sorted in time for delivery.   in the meantime it can’t hurt to get a copy of your home lease agreement or mortgage statement as well as keeping your most recent 3 months worth of payslips ready to send off when they ask for them.   whether your paying cash outright, or paying a deposit with finance you should wait until your final invoice is issued from tesla before making any payment. here’s a bit of a summary guide      while i can see that a lot of people want to know their vin asap and know what ship their car is on this information is mostly useless unless you’re just super curious.   from what i can tell from my experience, as well as the thousands of comments made by others in this thread there’s a pretty simple formula to follow that could save everyone a little stress.    overall, i’ve found that the best approach to ‘the wait’ is to be patient, trust the delivery estimate window and not to panic as it’s in tesla’s interest to let you know if anything you have or haven’t done is gonna stop you getting your car and them getting paid as soon as possible.   basically just sit back, watch as many youtube videos as you can and try not to worry or overthink as neither will get your car here any sooner.   if you want or need to order parts or accessories i’d recommend third party for a lot of it with the exception of the all weather floor and boot mats, and the wall charger.   the wall chargers seem to be very sporadic with their availability, rather than wait for them to be available i’d recommend just putting an order in and tesla will let you know when they’re ready.   on that note, i actually got lazy after getting my wall connector and for the first 6 months of ownership just charged using the mobile charger that comes with the car as it easily covered my 45km a day commute. in hindsight i probably didn’t even need the wall charger, and could have saved myself around $2,000 in unit and install costs.   anyway, if you’ve made it to the end i hope this helped in some way, shape or form and hope you enjoy your experience as much as i did, and continue to do.",
323,"hi all,  i got my vin on the 10/2 (517 range) and in my tesla account it’s got the balance owing and bank account details etc but no final invoice under documents. any idea how long i should wait before chasing up the final invoice? edd is 12-26 march? regards, stephen",
324,that’s really disappointing. i ordered the same spec and colour in canberra five days earlier and supposedly have a vin and edd of 10-25 march. i won’t feel relic until i actually see and invoice though…,
325,"i believe it was, but don't remember exactly. sa said at time of order to expect to wait 3 months - mid feb to early mar delivery so i'd been going mostly off that until i got vin assigned and a date range in the app.  the date range was initially something like 26/02-11/03 after vin was assigned, but was later revised to 18/02-05/03. sorry i can't be more helpful with the the original estimate.",
326,"my 2nd m3 confirmed on the way, joining my 2021 sr+ in march.  od 12/12 m3p white/black interior vin lrw3f7el0ncxxxxxx delivery 10-24 march  was hoping for my order books to open, guess it is 2 m3s for a while then.",
327,"not sure if this has happened to anyone else, but when i access the link to view the vin , it's changed.  a couple of weeks ago that link took me to what appears to be the owners page, with a space where the vin would go (it was blank) along with my documents listed (no invoice obviously) and some messages about using the app.  now when i click the same link i just get taken to a generic dashboard page - .  this happened to anyone else?  maybe they got sick of me hitting f5 every 10 minutes.",
328,"first ordered white on 26/12/21, changed to msm on 06/01/22 dictated by my fashion police (daughter). got est. delivery of 09/03 -> 22/03 in early feb. got vin and final invoice last week. think i am pretty lucky with a wait time of around 8-10 weeks.",
329,"i had the same after a vin was assigned to me, you can check your vin in source code. hit ctrl + u then ctrl + f, enter lrw and you might find it.",
330, i can’t use the api call to see if i have a vin yet. so something must have changed,
331,"my vin checker has been updated on github. you will need a raspberry pi 3 or newer to make it work, but it is a super easy install. feedback appreciated as it is a work in progress and i may expand it to other platforms in the future.  ",
332,"i had an interesting discussion with my sa this morning. so i've got my vin on 9/2 (od 9/12/21), and when checking up the possible delivery date he said, ""i'll wake the car up and check where it is"" and it is still in shanghai, delivery around the end of march  this would suggest there is more boats coming this quarter.  fyi tesla sales have been very helpful to me, i changed out of novated leasing without trouble, or without loosing my vin. they have been quite easy to get in contact with.",
333,i think it's time i took a seat in here too. so far i have nothing showing up in the app or any secret vin in the code but all fingers are tightly crossed for something soon.  m3 rwd od: 15/1/22 white/black adelaide,
334,"try ""ownershp"" without the i. that gets me to the page, but with no vin unfortunately.",
335,they are on the morning clara expected to dock in port kembla around 2nd of march at my estimation. if you have your vin and final invoice the sms to book in will be soon after.,
336,i got the vin and edd about 12 days ago for 9th-23rd of march in sydney. but i haven't even received the invoice yet.,
337,"same here. got my vin on the 10/2, edd between the 12th-26th march but still no invoice. they say it can take a couple of weeks.  regards, stephen",
338,"my edd is 9/3 - 23/3, but still no final invoice, will my rwd (od 18/12) be on morning clara? i do have vin since 10/2",
339,"which means all orders with vin will be on morning clare, next ship will be late april or early may, i guess i am the lucky few who order before the quarter cutoff date in dec",
340,"have you tried reaching out to your sa? i got the final invoice after notifying mine about the vin and delivery date being updated. had a bit of a laff about ""not refreshing the page every 20 seconds"" ",
341,"anyone in regional area/sa/tas got vin before delivery? can't find vin in account neither edd, i asked my sales adviser, he told me good chance have my rwd delivery end of march. ordered 31/12/2021",
342," being a regional area you will not get an edd  you will get a vin though, hidden to start, followed within days to a few weeks later by an invoice  have you checked for a hidden vin? look at your car order details page, then in edge or chrome (ctrl-u) to open source code on the page then (ctrl-f) and search for lrw",
343,i received an email from tesla this morning asking me to pay the balance before delivery. the message also appears on my tesla account page along with tesla bank details.  i was under the impression that i would receive a downloadable invoice which would include my vin and production date. so far my vin is only available through the chrome extension. i’ve had no contact from any sa. edd is still showing from march 10-24.  should i expect a proper invoice in coming days?,
344,"just noticed in the emails with the invoicing team, this little nugget in the sig block. so they really do just give your vin to someone else and its even policy  """,
345,"hi all, so i received by vin on the 10/2 and i can see the final payment balance in my account (edd 12-26th march), but i still have not received my final invoice. i'll chase my sa again tomorrow when he is back at work (chatswood), but getting a little frustrated. is getting the final invoice pdf a ""show stopper"" for booking a delivery time?  regards, stephen",
346,does this still work? i was reading vedaprimes website yesterday and step 2 says   “   a vin number is no longer hidden in the source code.     ,
347,tesla vin finder works fine these day. i just need to update website ,
348,feel free to add me as well.   red/black  1/02/22 no vin no news on edd  i will be selling my 2021 black/white sport wheels and replacing with red,
349,has anyone who ordered a lr in december been allocated a vin yet? ,
350,have you not been assigned a vin yet?,
351,"ordered a m3lr w/b 4th dec at taren point sydney. no vin or edd or sa update. noticed that the ""8-12 weeks"" message disappeared exactly after 12 weeks passed. tesla seem worried to avoiding embarrassment but happy to keep a false lead time even when obvious that it will not be honoured.",
352,long time listener first time caller..  ordered 6/12  midnight silver rwd 19” black interior for delivery in adelaide.   had some fun and games with pepper finance where they lost my application but finally sorted. no vin but got a text on thursday that a car had been allocated.   spoke with my sa on friday he said expect a vin next week. so assuming mine is sitting on the morning clara. very excited for my first ev!,
353,i assume you are regularly doing the vin search using the browser extension or searching the source manually?,
354,hey all! curious how some of you know how your model 3 is on the morning clara? i ordered a rwd christmas eve and got confirmation delivery between march10-24 and i have a vin assigned.  i'm curious if i'm on the the morning clara too,
355,"is it possible for someone to be allocated a car at the “last minute” - ie, no vin yet, and edd is 14-20 weeks (ordered on 15/1), but they decide to allocate you a car from a shipment that has come in? just wondering whether to keep some hope alive of a march delivery ",
356,just got off the phone with my sa. vin arrived first thing this morning and my edd is last week of march in adelaide.,
357,"09/03 (obviously not gonna happen today) -> 23/03 (most likely) i was kind of lucky, first ordered 26/12/21 but changed colour from white to msm on 06/01/22 and told by sa that it was considered as a new order. got vin and est. dates in mid feb. sa said that they must have made lots of msm rwd in shanghai, not sure how true that is.",
358,"unless you got your vin and invoice by 7-10th of feb, your car is not on morning clara",
359,final invoice happens sometime after getting a vin assigned to you. vin assignment would probably happen about a month or two out from when the car ships.  there's some posts explaining how to get your vin(around page 100 i think) kalamata posted a bit of a guide and there's others who have left comments about how to also get your vin from the website.  once i found my vin i contacted the sales assistant(sa) and they put through my final invoice shortly after that.,
360,"haha! it's fine, i'm already adjusted to the idea of getting it in may. i have a nice new house to move into in april anyway, so there's enough excitement to keep me going. but the comments from those folks are helpful because i had no idea whether i was meant to receive the vin before or after it goes on the ship.",
361,"those without an assigned vin will start getting allocated vins around 15th april which is around when the next ship will leave shanghai. based on the last two quarters the first batch of q2 au cars will be built around 8-10th april.   these are my guesses based on what's happened in the past, if you want a more accurate, real-time tracking service consider signing up for vedaprime's service.",
362,awesome... it's like waiting for a vin all over again,
363,"i now have an invoice, a vin and yet another estimate of delivery date: 16-25.3.22 at alexandria leasing person is chasing up a firmer date - see how that goes",
364,"my own last purchase before this with mercades there was massive delays and wait. salespeople really new nothing but kept giving me estimates till they got a vin. then i tracked myself as i could back then. i always did the follow up.  my most recent purchase for my wife was a toyota dealer in 2020. rav4 hybrid. nothing but delays and lies till we had enough and escalated up the chain till we finally got some answers.  this time round ordering tesla, rep didn’t really know too much, but never lied. once i got my hands on my vin went with veda prime service and couldn’t have been happier. the community is way more active on tesla for some reason but really you will get nothing till you vin is allocated.",
365,"delays in manufacturing are across the board at the moment. if it's got a computer in it - there's almost certainly a delay.  i work for a medical device company and we have major delays on our capital equipment. pretty much anyone buying any high value item wants it now and doesn't want to wait; but there is nothing that can be done. we want to supply our customers as fast as possible - just as i assume telsa does too.  unfortunately there is a huge delay and the only real info that can be provided before you have a vin is what's on the order screen. your sa won't have some guy in the factory who he can talk to about when the cars will come - it'll still be...the lead time on the website.   i'm actually impressed that tesla has a lead time that updates on their website. most car manufacturers don't have that and it would be highly unlikely that they would bother updating it. i've seen it move twice since i ordered making me think it's perfectly integrated into their crm system. best in class service, in my opinion, for the new car industry.  and yes. - i too am impatient and want my car now.",
366,", my sa rang to deliver the bad news. quite a few others got the same call from their sa... basically those who ordered in q4 2021 and still not assigned a vin are unfortunately looking at q2 production. the reason given was tesla significantly underestimated the number of au orders for lr and p models and didn't have sufficient production in q1 2022, hence pushing it into q2.",
367,"yes, i have received my vin number on 14th feb 2022. the build & compliance date for the tesla model 3 rwd is 08th feb 2022. my initial edd was 12 - 26 march but was updated by tesla to 18-31 march 2022. hope i receive the text message about the exact delivery date soon.",
368,i'm in sa did test drive at tonsley 21/2/22 ordered that evening. m3rwd blue/black not sure when i'll see a vin probably a long wait.,
369,received delivery appointment text yesterday morning (17/03 around 10:40am).  model 3 performance midnight silver + black interior ordered last day of november; change paint colour on 02/12/21. melbourne delivery @ mulgrave build & compliance on 07/02/22 vin on 09/02/22 delivery scheduled for 24/03 (was given 24/03 & 25/03).,
370,"well, just about time for me to depart this waiting room as my delivery is scheduled for first thing next week. since joining this forum early jan after placing my order mid december. i've found that i'm not the only impatient bastard out there . was nice to find a bunch of like minded people going through what i was going through. it has been a great little community and to all the new guys/gals that have joined, you'll find some comfort in here. another huge shoutout to  for the service he/she provides. if you want to dig deeper than what you find on here, highly recommend joining the discord. i only joined for a month and was able to soak up enough knowledge that i didn't feel the need to renew. if you do the same, ensure you follow the rules     - the tesla order waiting period is a roller coaster - take what your sa says with a grain of salt (if you even get assigned one). some seem to be better than others so i recommend cross referencing information on here - the edd you are given in the app can & will change/dissapear multiple times - order date has to do with vin allocation date  i wish you all the best of luck and hope to give you the tesla wave on the roads in bris in the future. dal333 out.",
371,"hi all,  i ordered my m3 on 18/2 (a month ago) and i haven't received my vin yet is that normal?  my tesla portal says the following:  ",
372,"i ordered my model 3 long range on 15/11/21 in brisbane, i think i have a vin number on my account (rnxxxxxxxxx number?) when i ordered it, i was told i was on the list for the feb/march shipment, but got a call that delivery has been delayed until late may.  the app no longer shows a estimated weeks range, and when i log into my account it just says that they will reach out with the final invoice.  how long roughly before the actual delivery do they send out the final invoice? i am worried that maybe i keep getting bumped because i haven't paid the final invoice i never received.",
373,"that's normal. i ordered mine in december and received my vin in feb. not sure what your edd is, but i think you'll be in for a bit of a wait for your vin.",
374," so it's been 4 months and it hasn't been built yet?  i have only paid the $350 deposit, and completed all the registration paperwork... is there anything i could be missing to explain the delay? it seems like most people ordering at around the same time as me got vin numbers within a month",
375,"currently, australian-delivered cars are built over a couple of days in the first month of each quarter. if your car has been bumped to a may delivery, that means it's in the q2 builds in april.  (the vin isn't assigned immediately after building, though - some get assigned when they're already on the boat).",
376,"it'll be the same as all the others made in april.  tesla don't really have ""model years"" but the vin will reflect the build date.",
377,  i’ll see if i can help you out a little here.  the long range and performance models had very few built in jan and feb.  unfortunately for both you and me that means we missed out and will have to wait and see what april brings for builds.  cars will get allocated a vin anywhere from straight out of the factory to on the ship heading to aus.   there were a lot of lr and p orders that got bumped to q2 and that’s what the phone call stating may delivery was for.  next builds will be early-mid april so fingers crossed you are first in line for one of those.,
378,"that’s unlucky i ordered at almost the same time and my car is here - also m3lr i never saw a vin or an invoice until last week, but that might be because i’m leasing? the extra hands involved in processing this have caused delays in paperwork and delivery but i’ll have the car next week",
379,"hi guys, we're taking delivery of a lr at work this week and i can confirm cancelled orders are passed onto the next customer. we got this from tesla today:  please note that due to the high volume of tesla orders, cleared funds are required and the vehicle delivered within 1 week of arrival at our delivery centre. if delivery is not possible within the required 1 week, the vin will be unmatched and matched to the next available customer ready for delivery. your order will then be re-matched from our next arrivals",
380,"thankyou for this thread, i have learnt so much about what to expect during the waiting and then delivery phase. ordered a lr 1st of feb so hopefully, i'm about halfway through. was getting anxious that i hadn't seen a vin yet, but the info in here put my worries at ease. (but i still check the app everyday just in case something happens!) good luck to all.",
381,i order the same day with you and no vin number neither.   the only information i can see : est delivery: 14-20weeks.,
382,"ordered a rwd on 17th of jan, still no vin yet",
383,"to note, the same is not true in queensland — no plates are fitted until it hits the state. you can still take out insurance with a vin though.",
384,i ordered 06 feb but as i'm getting a truck delivery to nq my edd has disappeared. hopefully vin finder in chrome will pick up something soon - fingers crossed i see something in april.,
385,my build was 9/2 for a 9/12 order but that was still an 8-12 week delivery timeframe. so based on this (rough) logic you might still have a way to go before your car is built. if it doesn't get built around the 9/4 i'd assume you'd be in the next qtr window (so 9/7) they can't allocate you a vin until they've built the car.  don't stress about the edd disappearing its common with third party deliveries.  the glorious day when vin finder changes from no vin found to you have been assigned a vin will come soon enough!,
386, i am fnq as well. our edd will never appear as we get the vehicle freighted to us. chrome vin finder will still work though and mid april is when the next lot of vins will likely come out.,
387,i'll be getting tinting & considering ceramic coating when my m3 arrives  can anyone recommend a shop in adelaide for this. m3rwd blue/black od 21/2/22 vin tba edd ?????,
388,gathering my m3r multi-white/black/18's won't be on that one then given i don't have a vin yet   ordered 22/01/22 (14-20w range),
389,i'm desperately trying to hold myself back from buying until i get a vin number. once that drops then the shopping starts!!,
390,so...it's april. does this mean some of you are filled with hope of being assigned a vin in the next week or two? fingers crossed for you all!,
391,"i am one of those. i have resigned myself to being pushed to next quarter though to be honest based on factory closures and the rest of it - my guess is that once aus production is completed, those who are getting pushed will be contacted. hopefully i'm wrong and a vin appears mid-month!",
392,"we'll know in around two weeks whether the rep is right (how can they know how long the factory will remain shut down?) if this thread starts to light up with ""i got my vin assigned"" messages.",
393,"new member - lr blue/black ordered 26/11/2021, originally 8 -12 weeks. currently no vin and no edd, hoping for the next shipment.  sorry for the long first post, i culled it down as much as i could, is there a better forum to continue this discussion? even when you get used to this, what about when you lend your car to a commodore driving relative/friend!  my initial reaction to your experience was ""you will get used to it like all us other european car owners"". but on reflection i think this is a very serious safety issue. my wife and i haven't had a right hand blinker car for 20 years (but the kids have). my wife has a mercedes b class with the silly shift stalk on the right. i don't drive my wife's car very much but every now and then i have a brain fade and have used the right stalk for blinkers. however, the difference in the merc is that it gives you neutral, not reverse. it is annoying but i guess not really dangerous. i don't have my tesla yet to try it out but it seems it is worse in the tesla since it will shift to reverse even if you are going forward at up to 8kph ( do you have to have your foot on the brake to do that, the manual doesn't really say). so in a car park i can easily envisage how you could end up in reverse and it might not just be a car behind you that you hit, pedestrians often walk behind you as you slowly move forward.  anyway, i have 2 suggestions, one a mitigation and the other a possible solution (undoubtedly there are other solutions).  1/. my bmw has a hidden setting you can change with the bimmercode app that makes it beep in the cabin when you are in reverse, apparently this is a requirement in japan (and apparently very annoying) so i assume tesla would already have the function for japanese cars. so they could make this an optional setting and then at least you would be aware that you did it.  2/. they could make the action to select reverse to be foot on brake, push stalk up and then a momentary press of the left scroll button on the steering wheel. might be a tad annoying but i think i could get used to it and better than an injured or dead pedestrian.  both these suggestions would be a smop (small matter of programming) and of course they can just push it out over the air.  americans won't understand this problem at all, but hertz are now renting the model 3 and y in the usa, so they will be getting tourists from right hand drive countries who are already a bit stressed from coping with driving on the other side of the road etc, so i think it is a problem for the usa too (and all the other left hand drive countries).   does anyone know how to communicate to elon musk?",
394,vins can be allocated anywhere between the factory and reaching pk on the ship. you won't 100% get a vin before the car is shipped. to make matters worse the shanghai factory is still in shutdown and it is one day at a time as to when it will reopen.,
395,same order as me. i'm in melbourne and ordered about 10 days after you. let me know when you get a vin as hopefully they would build mine straight after yours!,
396,  oh this sucks so bad. was really hoping to get the vin this month but apparently the world has other plans.,
397,"i had a question about the 'next steps before delivery'. the salesman i spoke to when ordering in the store said that i would receive a final invoice before delivery. do i need to pay anything more than the $350 initial deposit to progress my order, get a vin, and then be sent the final invoice?  i can't see anything in the order agreement about a 5-10% deposit or anything, that some other car manufactures require. it's been 5 months and  a lot of other people on here that ordered around the same as me seem to at least have a vin assigned, if not picked up their car. so just want to make sure i haven't been skipped because i missed a step in the process. my account says the next steps are submit final payment, but i can't see a final invoice, only the order agreement. do i need to send the payment from the order agreement to get assigned a car and progress to the delivery step?    *edit: i don't know how to do the signature thing that everyone else has, so here are my order details: brisbane - model 3 lr | order date: 15/11/2021 | vin: n/a | delivery: n/a",
398,"nope, that's all you need to do. the vin won't appear until sometime after the cars are manufactured for the quarter - this would have been about now, but for the shanghai lockdown.",
399,"somethings going on with the source code of my order page. last night i had 109 references to ""vin"" in the source code (including words like 'driving', 'evincentive' and 'saving'). i now have 86. no vin hiding in there still though. this means basically nothing but anything, however miniscule, sets me off at the moment. like that time a referrertoken variable happened to include ""lrw""... condolences (and big ups) to the tesla web designer working on a public holiday. unless they are working a normal monday in shanghai... in which case way more big ups i suppose.  estimated delivery (14-20 weeks) still the same.",
400,i ordeerd mine 4 dec no vin as yet im in tas,
401,you probably ordered a rwd then? if so then what you're experiencing is probably a genuine stuff up as many dec and even jan rwd orders were successfully delivered.  all of the orders in dec still waiting for a vin are lr/ps.,
402,"11 for me! has anyone got a vin in the last few days/weeks? assuming a 6 week shipping time from vin (as stated by sa), my 14-20 window is fast running out. i think 2 weeks left. though i am guessing vin assignments and shipping schedules are far from stable or static at the moment so who knows.",
403,ordered 17/01/2022 - brisbane. still no vin ,
404,"once people get vins, this thread will be full of people popping in   6 weeks sounds right and it what it took in q1. there were the floods in qld which affected delivery dates. hopefully once a vin is assigned it's 6 weeks or less!  you would hope they just spend 3 or 4 days to fulfill all the outstanding aus/nz orders and ship them over!",
405,"how late it is will depend on when you ordered and how many they can crank out. i'm guessing if (if) they stick to their early month aus run they'll be made in a couple of weeks and we'll get them 6 weeks after that. that's right at the end of my window and one week late for you. super late for the 2021 crew.   which will be confirmed if we get a pre-build vin assignment. reading various forums, tesla used to send a text about 10 days prior to production. i am guessing most get their vin then (given what my sa said about vin coming 6 weeks before delivery) and a few get them post build due to order cancellations or whathaveyou. but who the hell knows if the production schedule even resembles the pre-lockdown schedule. for all we know they made them this week.   unless they had some left from previous production or made some this week and chucked them on morning clara or don juan. it's not a normal situation and the shipping or production isn't normal either. the ships might be all switched up and out of whack given the situation. if tesla couldn't ship to capacity on clara or crystal, they wouldn't just send the ships out empty or have them sit there. they'd assign another ship to tesla later (as we can see in the shifting shipping schedule) and ship what they could.   also my mother called me this arvo and said she saw a truck full of brand new, regoless teslas. so who the hell knows what's going on there...  i also wish there was less constant news and tesla focus on model y and at least a single article about model 3.",
406,agreed. i am staying firmly in the optimist camp. also suspect shipping won't resemble pre-lockdown at all. nor will production. and potentially nor will vin allocation. so who knows. they might even chuck a few on don juan. probably not... but we can hope!,
407,interesting. i’ve been waiting until i get a vin to order financing (if i need it). will be a nice surprise if i’m not pushed back a quarter.,
408,just spoke to my sa. he’s very confident there is a large batch of vin allocations very imminent. implied mine would be in that. should def be here this q. ordered 27/1 rwd blue/black sydney.,
409,"hey guys! i am from sydney and initially ordered my model 3 lr white/white on 05/02/22, however i made some exterior colour changes but i finalised it by 16/02/22 and my delivery date still says 14-20 weeks on my account.  what's the go with shanghai and vin allocation and/or approx. delivery date?  any info will be helpful to me! thanks ",
410,"yeah once a vin is allocated you can probably get a consignment number or the vin itself is a shipping reference or something and track it much like a parcel. manifests would also be lodged with customs or the ports. i think that's what vedaprime teaches you to do for money. that's assuming the vin allocation is done prior to shipping. but given we're currently in bizarro world, who knows what's happening with vin allocation.   that said, i doubt there are any on the ship.",
411,"mine usually holds a login for over a day but this morning keeps booting me out. probably more likely to be some type of an update to the website generally or an outage somewhere because globally they would be allocating vins in the system pretty consistently you would think (i.e. we're currently not getting vin allocations because somewhere else in the world, they are).",
412,"hi all, new here.  ordered 18th jan 2022 model 3 sr midnight silver white interior no vin etc has anyone around this time received their vin yet? cheers braz",
413,"hi, i ordered 6 feb, so a few weeks after you. i have no vin yet.",
414,8th feb for me. no vin either.,
415,20th of december and still no vin and i was told not to expect one for another month at least.,
416,i ordered 2 dec 21 long range white unblock no vin or any meaningful communication with sa but today he texted end of may-tune,
417,"been waiting not-so-patiently since 06/11/2021 for my blue-on-white m3p.  spoke to tesla brisbane today, and they estimate late may to early june for the next shipment.  vin matching in around 3 weeks.",
418,no-one has a vin at the moment. nobody really knows until it's confirmed what cars get loaded onto ships in the next fortnight.,
