,text,vin
165,more progress today  rwd exterior: blue interior: black od: 16/11 edd: 24/2 - 10/3 chatswood pickup vin in source found 20/1 invoice received 28/1 built 10/1,0
166,"for those with a vin, in order to help me finish up a script to automate the vin checking process.....  what changes on your tesla profile page? obviously you have a vin beginning with ""lrw"" in the source code, anything else that's different?",0
167,"   the above link shows you the vin and under the ""glovebox"" section should be a final invoice when available.",0
168,"thanks, does it still show the rn in your case? i understand there are cases where the vin is hidden in the source code and that's the only change.",0
169,got my invoice issued today. here is my progress so far:  m3 rwd (sr+) white ext / black int order date - 5/12/21 vin assigned - 24/1/22 invoice issued - 28/1/22 vehicle build date - 10/1/22 estimated delivery date - february 13 - february 27 location: melbourne,0
170,"ask and ye shall recieve    it requires a bit of messing around as i wrote it for a raspberry pi, but maybe it will keep you busy for a few hours while you wait for your vin ",0
171,"yeah same, however i am ordering new ones to coordinate with colour and style of my m3. just want confirmation of a vin before i place the order. have to keep options open should a cancellation come up and change of colour be required.",0
172,"morning crystal has docked in shanghai, this would have been a dependency on new vin assignments. should start seeing them trickle through in the next week, which was expected this week, but the ship was delayed getting to port.",0
173,"which one is first, a text message saying this is your vin/vehicle or vin in source code ?",0
174,"i saw edd updated (e.g. 28/02 - 12/03) first in both the app & web page, and found vin in the source code, then received the following sms from tesla a few hours later:  ""tesla update: a vehicle has been assigned to your order. visit your tesla account to view your delivery estimate and complete any outstanding tasks: ts.la/account  closer to the delivery estimate visible in your tesla account, you will receive an sms to schedule your express delivery appointment.""",1
175,"if you were in the 8-12 week wait when ordered, your car is likely on morning crystal and youâ€™ll receive a vin early this week.  the others that have their vins already are likely on morning midas",0
176,current position of the crystal. it is taking a more northerly route than the midas did.    if you're tesla is on this ship you should definitely get your vin and invoice this week. it was the same with the midas. so should be happy days,0
177,"for those of us who ordered before the cut off and don't have a vin, i imagine the car will have to be on this boat? or will there be another boat?  hoping for a vin very soon!",0
178,it looks like the vin assignment is happening again as others mentioned. got had my vin come through this morning for an order made just before cut off for the quarter  rwd + sports wheels exterior: white interior: black od: 17/12 edd: 12/2 - 26/2 alexandria pickup,1
179,"my sa mentioned that the next round of vin assignment was occurring ""around the 7th"" maybe we're just seeing cancellations come through and you were next in queue?",0
180,jumping in here to join the wait...  m3p exterior: black interior: black od: 26/11 edd: n/a vin: n/a  doesn't look like anyone here with a m3p has got a vin yet either ,0
181,"they have no clue or control over vin assignments... probably covering his back side by saying ""right before"" in case of delays",0
182,"hey team! placed my order for a 3 in november with an 8-12 weeks estimate to sydney. now have an eta of on the portal. i can find my vin using the url, but its not shown on my account. any ideas if the vehicle would be on the morning crystal or midas? has anyone found the estimates drop, or usually delivery does fall within the period they mention?",1
183,"i have the exact same config & pickup location as yours, ordered on 07/12 but edd is later on 19/2 - 5/3, got my vin on 18/02 though. i think we are in the same batch of cars en route in midas.",0
184,"iâ€™m trying to understand how this works. exactly the same config, ordered on 13/12 but no vin or edd.  is there any logic to this at all? maybe itâ€™s based on location?",0
185,"hi all, iâ€™ve ordered model 3 standard range on 22/11 and i have my vin on the source code. brisbane pick up.  do you know if the car comes with amd ryzen chip or intel chip?  my estimated delivery is 9 - 23 february. thank you",1
186,have you checked for vin in source code? you can always hope.,0
187,"yes i got my vin and invoice, and full payment completed, the build date is 10 jan. strange that i may be two weeks later than another order placed later than mine. lol",0
188,any one from canberra been assigned a vin by any chance?,0
189," ok great, always a nervous wait for vin allocation haha.  i also ordered on 17/12 rwd / white / black / act",0
190,"i'm in canberra, ordered mine on 1/12/21. no vin or invoice yet ",0
191,i spoke to my sales rep re my missing vin. he advised the next ship coming is 'the big one' with most of the cars. he expects to have my vin in the next 5-10 bus days.   order date: 1/12/2021 model 3 long range location: canberra,0
192,"waiting for my tesla is more nerve wracking than waiting for my first born child... first born was like 2-3 ultrasounds for a look at her over 38 weeks... tesla is like refresh, check hidden vin and tmc on what others are doing 3 times a day.... (i am going to clean up browsing history right after this post in case my wife checks, after all, she controls the purse)",0
193,"likewise, saw you on there. good info for sure, but until you have that vin it is all speculation.  funny story: i signed up yesterday thinking it was the 1st of feb. stoopid me signed up 3 hours before midnight ""pacific time"", so i was billed again at midnight lol. oh well. another $15 for veda for all the hard work he does ",0
194,would you need a vin number to take advantage of the service though?,0
195,"to take full advantage, yes. but i joined and don't have a vin and am confident with where my car is currently right now and have a solid guestimation of when it will arrive. all my friends/family think i'm a weirdo for caring this much about where my car is.... they just don't understand nice to be in a group of like minded people!",0
196,"i subscribed before i had a vin and the discord discussions proved worth every dollar. so for a total of $30 for two months, i am quite happy with the value. now very happy with vin, invoice, insurance and peppermoney all sorted so i can just watch the ship crawl along.",0
197,"i ordered my no-options rwd a few days before you in brisbane (and no vin either) so i'm living vicariously through your expectations here.   of course, happy times will end if you get your car before i do!",0
198,"long time lurking finally joined to comment  ordered on 19/12 1 day before the cutover to 14-20 weeks. stock standard rwd, white with black seats. i went to chadstone vic showroom and ordered the car while there as i needed to add the tesla corporate program discount. the sa who applied the discount told me the car needs to be delivered before mar 31 for the discount to be applied. no vin yet, and there was nothing in my app since, but today the app says 14 - 20 weeks  but i am hoping its on the ""big one"" ship ",0
199,"hi all, first forum post   my order performance exterior: midnight silver interior: black order date: 18/11/21 vin: yes - issued vin and final invoice late november 2021 perth pickup  my estimated delivery date has read ""today's date"" ever since christmas time - and ticks over one day at a time, as time passes. for example, today my edd says 2nd feb - 9th feb, and tomorrow it will say 3rd feb - 10th feb. does anybody have any insight into this? i haven't contacted my sa yet because i thought we simply wait for them to make contact, but it just seems odd to me.",1
200," my account now also says 14-20 weeks, having showed no edd for the last 7+ weeks. no vin yet either. od 13/12. melbourne. rwd white/black.",0
201,i would have thought that with the morning crystal around 10-11 days from port kembla that all with teslas on board would have vin and possible invoices?,0
202,"same car and same order date here in brisbane. my page doesn't usually have a data at all, but right now it also says 14-20 weeks from order date; last time it did this the date range disappeared after a day or so. estimated delivery dates seem to be pretty unreliable.  tesla sales agents have been pretty consistent in saying that delivery will still be feb/march, and not to pay too much attention to changing dates. when a vin is assigned, hopefully it'll settle down.",0
203,my sa said all vin matching will be complete by the 9th.,0
204,"logged in this morning and found i've finally been supplied a vin    i also had the update on the screen advising of the change in range. so the ryzen chip is a lock. i'm over the moon.     model 3 lr, red/white od 1/12/21 canberra",1
205,just checked possibly. my order agreement certainly hasn't been updated on the site yet. it doesn't have the build date or vin in there. if/when i find out i'll let you know   edit. just saw gilrs response. looks like i'll get it with the invoice ,0
206,canberra lrs are starting to flow in! can't wait to receive one in melbourne.  od: 19/11/21 model 3 lr white/black melbourne no vin yet,0
207,absolutely. it must be just around the corner. you ordered before me so surely our cars are on the same boat and i was just lucky to receive my vin earlier.   the estimated delivery on my account is february 13 - february 27. this lines up with the 8-12 weeks eta when i pre-ordered.,0
208,has any m3p's been given a vin yet?,0
209,arrived in dock today. assuming our sydney orders will be trucked down next week. i have a vin allocared and delivery date of 11 feb to 25 feb.,0
210,some have a vin for a p. i suspect not all are allocated yet with what i am seeing.,0
211,"still no vin, hidden or otherwise.  no invoice.   sydney m3lr white/black od: 18/11/21  anyone get an lr vin in sydney recently?",0
212,"hey guys, fist time poster wanted to get some advice on when to expect delivery or even a vin allocated. they said when i ordered the car that i should arrive end of feb early march, is this still the case? thanks   sydney m3sr white/white 19 inch od: 15/12/21",0
213,you ordered 7 days after me and i have the same spec. i have vin allocated already but considering the timing there is a good chance your is also on 1 of the 2 ships inbound,0
214,"the vin allocation system has very little to do with your order date, only with what has been built.  we do know not all vins are allocated yet, and we are yet to find out if more are being built now the factory has returned to production after the new year break.",0
215,"sorry that i may have missed this, but does anyone know for sure that the model 3 rwd would come with mcu3 amd chips?  i had my vin assigned to me before australia day on the final invoice, showing building date 10/01.",0
216,"it is the day that my midnight silver tesla lr finally gets to put its wheels on aussie soil. it has been a long 3 months which will soon come to an end.  once the cars are unloaded and go through the customs import procedure then it will be a matter of finding out which car transport company will be used. as with them, you are able to track your car using the vin number.  ",0
217,"i think my rep was mistaken about the 'big one'. he originally said the two ships which were on their way had a much smaller number of tesla's on them compared to 'the big one' which was coming. to my knowledge though it's only the midas and crystal which are coming for this quarter.  since i had that discussion with the rep i have received a vin and paid my invoice. my edd is now showing as next week or the week after. so i'm guessing my car is on the crystal.  i've reached out to the rep to find out exactly which ship my car is on and will post when i find out.  the cutoff for the q1 aus cars was apparently around the 20th of dec.  order: model 3 lr, red, white interior date: 1/12/21 edd: 13-27th feb vin: yes location: canberra",0
218,this was floating around. this part was not accruate. order dates don't mean much in a vin allocation. i have seen later with a vin.,0
219,is there a chance then that earlier orders have been missed for vin allocation?,0
220,if you ordered on 13/11 and did not make changes to it you should have a vin or one allocated. call your tesla guy as the midas is in pk and crystal will be in brisbane on the 9th and pk on the 13th.,0
221,i ordered on the 30 nov and don't have a vin yet. my understanding from what vedaprime has said is that this isn't really a problem yet. my edd is still 8-12 weeks from order date.,0
222,"ordered on 12/12 for a base white rwd and app is now showing 14-20 weeks? anyone in the same situation?  update: tesla advised that based on my order date, i can expect a vin to be allocated in the next 1 - 3 weeks? apparently they had a huge backlog of orders. hmmm",0
223,vin allocation is hardly based on order date. only what goes down the production line. i expect more vin allocation this qtr,0
224,"i am quite well versed in the things you bring up. what you are seeing is the production planning while q4 was going on, based on q3 numbers and what they know at the time mid november. the don't build in strictly vin number order. they have a planned scheduled, build them, then allocate, not build to order. i expect more vins to be allocated this quarter. we also know there are more orders than they are cars.",0
225,"i wonder about this too. if vins are assigned randomly and there are more orders than cars, isnâ€™t it possible that any order at any time may go unfilled? for example we know of people in november waiting for a vin while someone in january has one.  extremely bizarre system. iâ€™d be pretty upset if that happened to me.",0
226,m3p exterior: black interior: black od: 26/11 edd: n/a vin: n/a delivery: mulgrave   the app is stil showing 8-12 weeks from delivery!  chased up my sa and just got told by email everything is still on track for a vin allocation within the next week or two!,0
227,"i may be wrong, but you got to figure that all cars on the midas are invoiced. i got my invoice just before the midas sailed from shanghai.  on that basis, you got to figure that vin and invoices for cars on crystal must be forthcoming this week.  it almost sounds like there are more orders than cars available.",0
228,"yeah i've got feeling delivery for mine will be may i ordered 15/12 and says 14-20 weeks, sales rep cant tell me if i will be getting a vin so i guess its just a longer wait now ",0
229,this was incorrect information circulating.  order dates mean very little in the vin allocation process.,0
230,"spoke to my sa and he indicated that there was a massive backlog of admin information awaiting inputting into the system on the factory end.  he also weirdly mentioned that the australian staff are going to be inputting data/allocations this quarter in order to help the factory catch up. mentioned chinese new year as a reason...? confirmed i was definitely q1, and that he expects the vin and further detail by this friday.   side note: he originally said next 1-2 weeks at beginning of call, but then he saw the date for this friday and said, ""actually, no, will be by this friday"". could be bs, or could be that they have been told allocations will be completed this week.",0
231,"god, tesla's order process is infuriating. i should have ordered in january, i'd probably have a vin already ",0
232," we are happy for you, at least you've got the vin and delivery around the corner. the most of people haven't received anything, i am talking about people who ordered in nov 2021.",0
233,ordered end of nov model 3/silver-black int and received vin and delivery date: estimated delivery: february 19 - march 05 - living in sydney,1
234,"this sounds like a new vin allocation! also sounds like you will be on a forthcoming ship, not midas or crystal.",0
235,welcome to the rabbit hole  did you just get your vin today?,0
236,"from what i can see the midas leaves pk just after midnight which means that cars should start to be processed from tomorrow. i suspect that everyone with a car allocated from the midas has a vin and invoice. so for those without these, this ship has sailed!  the crystal is due in pk on the 13th feb, but for some reason is not leaving brisbane until the 12th... there could be some delay? this timetable fits those who have a confirmed delivery at the end of feb and the beginning of march. it would seem that the vin and invoices if the same process as the midas should already have been allocated. however, let's say things got out of control in china (which i doubt) the allocations you would think would need to be completed by the end of this week.  the problem is as vedaprime has said many times that demand has outstripped supply. too many orders, not enough cars. waitlists all over the world are 3 months or more. tesla is running 1 quarter behind on orders.  i don't know if vedaprime has identified another shipment in march? without giving too much away he/she may at least confirm or deny",0
237,"my order for canberra m3p, blue/black got an update via telsa.com around 9:00pm  good news: vin has been allocated  bad news: estimated delivery has grown by a further 6-7 weeks  guessing it's not on the crystal",1
238,"just got my vin and estimated deliver 23-31 march  edit: total coincidence but literally 5mins after joining the vedaprime service i went from 0 communication from tesla to having a vin, delivery window and payment info its black magic",1
239,"i wish. it has been a standard response from them. ""we'll let you know if there's an update. you should get it really soon"". but i don't blame them. they are doing their job and it's not their job to assign vin or invoice i guess.  m3lr white/black | 19/11/21 | no vin | melbourne",0
240,"thanks for the update. with your order and the post prior (20/12 order date) both getting vins, i hope my rwd order (standard white/black) from 13/12 gets a vin and edd soon too. late march is better than late april; very glad we're finally getting confirmation of mid december orders, and with luck we can all soon relax and get back to ordering accessories we don't really need.",0
241,"i also just received the vin for my m3p, od 24/11. est delivery date 23 - 30 march in melb, so another ship should be sneaking in to beat the end of this qtr.",1
242,"ok, that was not that long... m3 rwd blue/black melbourne od:31/12/21 vin added: 09/02/22, between 5:30 and 5:45 aedt (i got aws lambda running every 15 minutes to look for changes) edd: march 23 â€“ march 31  looks like my order is the latest one",0
243,m3p change order 2/12 just got my vin this morning march 22-31 delivery.,1
244,"wow looks like vins have been coming in fast last night, i just got my vin appear this morning as well;  m3 sr red/black adelaide  od 9/12/21 vin 9/2/22  not sure where to find build date or delivery date just yet (my edd has been blank pretty much the whole time, but originally expected early march)",1
245,congrats! did you receive a notification/text when you got your vin assigned? still waiting for mine ,0
246,hopefully today is full of lr vin assignments. been a lot of rwd and p models so far ,0
247,"i have a m3lr red on black, no vin yet as well. still showing 8-12 weeks edd... hopefully lrs will get vin assignment soon.",0
248,also got mine last night m3 sr white/black adelaide  od 7/12/21 vin 9/2/22,1
249,created an account to post this. interestingly received an update on my order which i wasnâ€™t expecting until q2 given order date - must have been a cancellation.  home page updated with request for payment and vin found in source code  model 3 rwd ext: msm int: black od: 25/12/21 vin: 9/2/22 edd: march 22 - march 31 location: sydney,1
250,i'm getting the lr in red with a white interior. got my vin and invoice last week. estimated delivery is next week or the week after.  order date: 1/12/2021 location: canberra,0
251,yes!! just got a vin a few minutes ago from the link you provided!  app is still showing 14 - 20 weeks ed tho,1
252,"hi everyone, thought i'd join in:   white rwd with black interior od: 15/12/21 (however initially placed an order on 9/12 which i cancelled) edd: 14-20 weeks vin: not yet... location: melbourne  i get the feeling i don't have a vin allocated yet due to my initial cancellation, i also had to pay a larger order fee the second time around too. but that was my own mistake! don't know if i'll get my vin this time around, anxiously waiting. my tesla advisor does not respond to any of my questions at all haha.",0
253,correct - it is displayed on the final invoice. i received my vin tuesday and pushed sa to get my invoice and received it today.,
254,"finally i can join this happy club with vins:  model 3 rwd od 13/12/21 white exterior, black interior vin received today ed: 24/03/22 to 31/03/22 in brisbane.",1
255,"i think the vin allocation process has changed maybe to what has been discussed here for q2 judging by my build date being 07/02 and receiving my vin, invoice and requirement to pay on 09/02. either that or i lucked out and it was allocated manually in what seems to be record time.",1
256,put this link into your browser and replace the xxx with your order number and your vin should appear there  right click copy this link>,0
257,yes! vin received! so happy!,1
258,"has anyone with an order for a m3lr in white with black interior, location sydney, got a vin yet?  i ordered 18/11 and have got nothing....",0
259,no vin here yet but in brisbane. ordered 19/11,0
260,"same spec, od 13.11, sydney. no vin  itâ€™s stuffed up, 12 weeks now. even if we get vin this week we get the car not earlier then middle of mar.  should not advertise 8-12 weeks if they canâ€™t do it  not happy",0
261,"just received my vin 2 mins ago,  model 3 rdw ext: white int: black od: 18/12/2021 vin: lrw3fxxxxxx760 edd: march 23 - march 31",1
262,i've got my vin in early jan.  m3 lr white/balck od: 09/11/21 vin : 12/01/22 edd: 11 ~ 25 feb,0
263,"the difference being vedaprime gives factual updates from time to time. you wonâ€™t get that here. the main benefit is after you have your vin of course, but itâ€™s worth joining before as itâ€™s only $15.",0
264,"still no vin for me... od 30nov, longrange, black ext, white int... hopefully this week since a lot seem to be coming through now.",0
265,"also no vin for me. lr white / white interior ordered on the 19/11 with a chatswood delivery. regards, stephen",0
266,"praying for a lucky vin to make the corporate plan delivery cutoff date...  model 3 rwd ext: white 18"" int: black od: 24.12.2021 vin: null edd: null",0
267,found my hidden vin today. order : 9/12/2021 estimated delivery: 22/3-31/3 at alexandria  lfp 3d7 motor  when is the best time to pay off the balance ?,1
268,"omg, i just found my vin in the source! wasn't there 3 hours ago. so this is a good sign right? ",1
269,it is the 2022 model with build date on 9th jan 2022  hope your vin is coming in the next few days as we can see a lots of vin assigned magically in two days,0
270,i think shanghai tesla made lots of rwd these days. my order date is 9/12/2021. i got my hidden vin on 9/2 wednesday .,1
271,"so, basically, the vins from the ""supposedly"" 3rd ship are being assigned now. but the order dates for lr, for as early as 13/11 (from what i can see), is not been assigned vin yet. and the rwd from a similar date is being delivered next week!  i am outta here. this is frustrating. and coming here regularly to find out i am not being assigned a vin yet and rwd from jan/2022 are being assigned a vin.   (and honestly waiting here doesn't increase my chance of being assigned a vin, does it?). was excited till last week hoping i'll get my car in couple more weeks(according to my sa). it seems like the earliest now would be late march   ",0
272,"probably best if it causes you any undue stress, not worth the mental load. hope you get a vin soon.",0
273,"vin came through around 3am this morning. rwd white/black 19"", edd 24-31 march vin is 515xx so a new one.  i understand its frustrating waiting for a vin, but they come in batches. it looks like rwd was done or is being done, so i expect lr/p is next. join veda for more information, it helps to be in there. i reckon a heap of deliveries will happen end of march. tesla doesn't care about order date etc and it can be really infuriating watching people who ordered a week ago get a vin while you sit around for months!",1
274,hidden vin model 3 rwd - white/black  expected delivery 23rd-31st mar alexandria,1
275,"updating here with my hidden vin for reference:  model 3 rwd ext: white 18"" int: black od: 24.12.2021 vin: lrw3f7fs3ncxxxxxx (assigned on feb 9th) edd: march 23-31 (alexandria)   ",0
276,"here in canberra, i was unable to do that last nov when my car was ready. the car was ready but they wouldn't bring it to canberra and lock in a delivery date until i'd paid the final invoice. we didn't have a tesla shop at that point and they were using a 3rd party freight company. possibly that was the reason.   once you have been assigned a vin you will get the final invoice fairly soon. for me, it's maybe a 2-3 week wait from invoice to the latest edd they've given. i just paid for it so i didn't have to worry and had time to clear up any issues if something went wrong.",0
277,"does anyone know if we lr get vin in this quarter? i'm not sure now  from my memory at least half of lr orders here have not got vin (or maybe more than half).  i know ""we expect some more vin to be assigned"" etc. etc. ok, i can see that but they all rwd and there was one day when there were few p",0
278,got exactly the same today around 15.30  edd end of march  edit: vin appeared in the source code. somehow car got more expensive - need to pay extra $11,1
279,"yes, ordering experience is not that exiting as i thought it would be. for some reason they decided to push back both p and lr models. because when ordering i can remember waiting time for p was longer. same now for lr  if calculating actual weeks since my order it is 134 days or 19 weeks. insane  hope other lr here got their vin as well.",0
280,yes got ours just now. edd 27-31 march  vin 517  so agree itâ€™s probably still in china!,1
281,it looks a few days for a vin to actual show on my account page. the ownership page will show it displayed though.,0
282,mine's a white interior. vin today,1
283,"just got the text message from tesla to schedule the delivery appointment, with option to choose from 17th, 18th or 19th feb, obviously i chose 17th. 1 more week to go!  m3 rwd (sr+), 18"" white ext / black int order date - 5/12/21 vin assigned - 24/1/22 invoice issued - 28/1/22 vehicle build date - 10/1/22 estimated delivery date - february 13 - february 27 location: melbourne",0
284,"finally got my vin today too, although i got several messages saying iâ€™d been assigned a vin, then others saying iâ€™d been unassigned.    od: 21/11/21 lr blue/ black canberra edd: 24-31 mar",1
285,similar to you.   sr+ ex: white  in: black  ordered: 14/11 built date: 9/1 invoice and vin late jan  text today from autonexus that cars will be delivered to south australia early march,0
286,can finally update this  edd 27th-31st march vin found using   ,1
287,long time lurker. i have my vin and final invoice and ordered from chatswood. anyone ordered from chatswood have a delivery text yet?,1
288,"from what i have observed, vin is revealed in the order of date generally speaking. it might be the case that someone who ordered two days after you might get a vin before you but rest assured someone who ordered an lr 10 days after you wouldn't get a vin before you. i got mine yesterday some time after someone who ordered 5 days before me. hope you get it by wed next week. seems like vins are assigned to lrs now so hopefully.  od 19/11 | melbourne",0
289,ordered mine on the 29/11 (m3 lr red). still no vin ,0
290,"thanks dansyd, i spoke with him yesterday and was told march delivery though i asked when then would a vin come through. i really think the whole tesla delivery system is sparse on detail.",0
291,"i don't recall ever being told the vin of a car i was buying i tracked the car before my current vehicle on its journey from europe, because the dealer told me the name of the ship it was on",0
292,order date: 7/12/21 still saying 8-12 weeks location - brisbane m3 lr red with black int sa told vin will be allocated by the end of this week,0
293,same everything for me except white ext. my bris rep thought vin yesterday.... so really hoping today is the day...,0
294,"-you only need vin number to buy an insurance. i am using nrma. 20% off on chargfox charging network.  -ev rebate and stamp duty only can apply after you have final invoice and rego paper. do it after your delivery.  -delivery is super fast and nothing you need prepare.  - your car have 10 days delivery warranty, any problem you have during first 10 ten days you can bring car to service centre. they will look after you and free.",0
295,"well, i've had a quite different experience. my sa has been both proactive (calling me when the vin was confirmed) and responsive, when i've contacted him. i'm very happy with the sales experience!",0
296,"if using chrome desktop browser, right click the website on your main account page -> view source -> and find (ctrl+f) for text estimated delivery (or find for ""vin"" to check if you have a vin assigned)",0
297,"my rwd with vin 515xxx now reports a build date, of 8/2/22. no delivery range given because i'm in tas. is there anyone in vic with matching specs? i could just add 7-10 days to yours for an estimate ",0
298,"hi all, when you make a partial or full payment is there a way that you can see from your account that tesla has the funds? i was thinking of making a small payment first, checking that they received it okay before transferring the larger balance. my white lr vin 517x delivery date updated from 26-31st march to 12-26th march so getting closer.  regards, stephen",0
299," thanks kevaccount and dansyd! greatly appreciated! love the car kevaccount! mine is exactly the same (lr white/white) current delivery window in between march 12 - march 26!  i only got my vin on the 10/2, how long should i wait before chasing my sa for a final invoice?  regards, stephen",0
300,"open your account and look below â€˜order agreementâ€™ link. you may have your invoice already. but if not i would not worry for at least another week or two saying that i got my invoice, vin received on the same date as yours",0
